2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 1,Code,Section,Course,Credits,Course Time,Days,Instructor,7:30 AM,CSC230,1M,Computational Theory,3,7:30 AM-8:50 AM,MTWHF,Steve Halladay,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 1,Code,Section,Course,Credits,Course Time,Days,Instructor,6:00 PM,CSC160,,Application Development,4,6:00 PM-7:30 PM,MWH,Jeff Christensen,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,7:30 AM,PRO280,A2,Scalable Web Applications Lab,2,7:30 AM-9:20 AM,MTWHF,Ron Price,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,8:00 AM,FAC101,A2,Art Appreciation,2,8:00 AM-8:50 AM,MTWHF,Timothy Parker,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,8:00 AM,MTM320,,Advanced Web Scripting,4,8:00 AM-8:50 AM,MTWHF,Tom Beatty,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,8:00 AM,PRO301,2,Project Management in Practice,2,8:00 AM-9:50 AM,MTWHF,Jerry Pay,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,8:00 AM,SSC310,A,American Legal System,3,8:00 AM-8:50 AM,TWHF,Mark Herrera,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,9:00 AM,CSC210,F2,Introduction to Web Presentation and Development,2,9:00 AM-9:50 AM,MTWHF,Tom Beatty,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,9:00 AM,HUM200,A2,The Imagination of Horror in Media,2,9:00 AM-9:50 AM,MTWHF,Brandon Berrett,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,9:00 AM,MTM410,2,Digital Portfolio,2,9:00 AM-9:50 AM,MTWHF,Timothy Parker,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,9:00 AM,PRO470,2M,Project Management Project,2,9:00 AM-10:50 AM,MTWHF,John Kane,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,9:00 AM,PSC226,A2,Introductory Physics,2,9:00 AM-9:50 AM,MTWHF,Mark Herrera,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,9:30 AM,ITH215,E2,Networking I,2,9:30 AM-11:00 AM,MTW,Ben Fletcher,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,10:00 AM,BUS355,2,Applied Business Systems & Practices,4,10:00 AM-11:50 AM,MTWHF,Jerry Pay,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,10:00 AM,CSC150,B,Object Oriented Programming and Design,6,10:00 AM-11:50 AM,MTWHF,Matt Warner,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,10:00 AM,CSC150,C,Object Oriented Programming and Design,6,10:00 AM-11:50 AM,MTWHF,Ryan Cox,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,10:00 AM,CSC180,,Open Source Platforms Development,4,10:00 AM-10:50 AM,MTWHF,Ron Price,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,10:00 AM,CSC390,,Operating Systems,3,10:00 AM-10:50 AM,MTWH,Steve Halladay,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,10:00 AM,FAC120,A,Spoken Communications,3,10:00 AM-10:50 AM,MTWH,Jeremiah Harrison,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,10:00 AM,MAT105,2,College Algebra,3,10:00 AM-11:20 AM,MTWHF,Eric Kohler,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,10:00 AM,MTM450,2,Web Game Development,4,10:00 AM-11:50 AM,MTWHF,Tom Beatty,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,10:00 AM,PRO220,2,Server Administration I Project,2,10:00 AM-11:50 AM,MTWHF,Kerry Cox,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,10:00 AM,PSC226,B2,Introductory Physics,2,10:00 AM-10:50 AM,MTWHF,Mark Herrera,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,11:00 AM,CSC280,A,Developing Scalable Web Applications,4,11:00 AM-11:50 AM,MTWHF,Ron Price,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,11:00 AM,CSC460,,Industry Trends in Software Development,4,11:00 AM-11:50 AM,MTWHF,Steve Halladay,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,11:00 AM,FAC120,B,Spoken Communications,3,11:00 AM-11:50 AM,MTWH,Jeremiah Harrison,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,11:00 AM,HUM205,,Ethics,3,11:00 AM-11:50 AM,MTWH,Mark Herrera,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,1:00 PM,CSC110,,Introduction to Computer Science,4,1:00 PM-2:20 PM,MTWHF,Joshua Krebs,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,1:00 PM,CSC150,A,Object Oriented Programming and Design,6,1:00 PM-2:50 PM,MTWHF,Robert Lamb,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,1:00 PM,CSC210,D2,Introduction to Web Presentation and Development,2,1:00 PM-1:50 PM,MTWHF,Tom Beatty,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,1:00 PM,FAC120,D,Spoken Communications,3,1:00 PM-1:50 PM,MTWH,Jeremiah Harrison,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,1:00 PM,FAC125,2,Collaborative and Interpersonal Communication,3,1:00 PM-2:20 PM,MTWHF,Russ Rampton,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,1:00 PM,MAT125,2,Geometry,3,1:00 PM-2:20 PM,MTWHF,John Kane,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,1:00 PM,PRO390,,Capstone Project,4,1:00 PM-2:50 PM,MTWHF,Matt Warner,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,1:00 PM,PRO485,,Game Studio I,6,1:00 PM-4:50 PM,MTWHF,Jayson Beagley,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,1:00 PM,PRO486,,Game Studio II,6,1:00 PM-4:50 PM,MTWHF,Jayson Beagley,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,1:00 PM,PRO490,,Enterprise Projects I,6,1:00 PM-4:50 PM,MTWHF,Jayson Beagley,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,1:00 PM,PRO491,,Enterprise Projects II,6,1:00 PM-4:50 PM,MTWHF,Jayson Beagley,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,1:00 PM,PRO491,,Enterprise Projects II,6,1:00 PM-4:50 PM,MTWHF,Jayson Beagley,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,1:00 PM,PRO491,,Enterprise Projects II,6,1:00 PM-4:50 PM,MTWHF,Jayson Beagley,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,1:00 PM,PRO492,,Enterprise Projects III,6,1:00 PM-4:50 PM,MTWHF,Jayson Beagley,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,1:00 PM,PRO492,,Enterprise Projects III,6,1:00 PM-4:50 PM,MTWHF,Jayson Beagley,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,2:00 PM,BIT120,A,Business & Information Systems Practices,4,2:00 PM-2:50 PM,MTWHF,Jerry Pay,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,2:00 PM,MTM370,,Front-End Implementation,4,2:00 PM-2:50 PM,MTWHF,Tom Beatty,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,2:30 PM,FAC120,E,Spoken Communications,3,2:30 PM-3:20 PM,MTWH,Jeremiah Harrison,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,2:30 PM,MAT260,,Statistics,3,2:30 PM-3:20 PM,TWHF,Eric Kohler,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,3:00 PM,BIT120,B,Business & Information Systems Practices,4,3:00 PM-3:50 PM,MTWHF,Andrew Nielsen,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,3:00 PM,CSC150,D,Object Oriented Programming and Design,6,3:00 PM-4:50 PM,MTWHF,Robert Lamb,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,3:00 PM,CSC150,E,Object Oriented Programming and Design,6,3:00 PM-4:50 PM,MTWHF,Steve Halladay,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,3:00 PM,CSC280,B,Developing Scalable Web Applications,4,3:00 PM-3:50 PM,MTWHF,Ron Price,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,3:00 PM,ITH215,F2,Networking I,2,3:00 PM-4:30 PM,MTW,Ben Fletcher,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,3:30 PM,ENG110,,Introduction to English Composition,4,3:30 PM-4:20 PM,MTWHF,Brandon Berrett,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,3:30 PM,PRO321,2,"Systems, Network & Physical Security Project",2,3:30 PM-5:20 PM,MTWHF,Kerry Cox,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,4:00 PM,CSC252,2,Algorithms & Data Structures II,4,4:00 PM-5:50 PM,MTWHF,Joshua Krebs,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,4:00 PM,PSC230,B2,Introduction to Chemistry,2,4:00 PM-4:50 PM,MTWHF,Eric Kohler,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,5:00 PM,BIT120,D,Business & Information Systems Practices,4,5:00 PM-5:50 PM,MTWHF,Andrew Nielsen,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,5:30 PM,ITS390,2,"Hacking, Forensics and Countermeasures",3,5:30 PM-7:50 PM,THF,Michael Stahle,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,5:30 PM,PRO160,2,Application Development Lab,2,5:30 PM-7:20 PM,MTWHF,Robert  Warner,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,5:30 PM,PRO180,2,Open Source Platforms Development Lab,2,5:30 PM-7:40 PM,MTWF,Jonathan Stringer,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,5:30 PM,PRO280,B2,Scalable Web Applications Lab,2,5:30 PM-7:40 PM,MTWF,,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,6:00 PM,BIT120,E,Business & Information Systems Practices,4,6:00 PM-6:50 PM,MTWHF,Andrew Nielsen,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
2016 Winter Course Schedule,Schedule Version:17.002,Report Date:1/8/2016,Sprint 2,Code,Section,Course,Credits,Course Time,Days,Instructor,6:00 PM,CSC160,,Application Development,4,6:00 PM-7:30 PM,MWH,Jeff Christensen,Textbook information is available on the Important Documents page of the Neumont website: www.neumont.edu
